Registro;Nombre;Fecha Registro;Empresa;Principio Activo;Control Legal;Condiciones de Venta;Equivalente Terapeutico
H-978/21;GLÓBULOS HOMEOPÁTICOS SIMPLES D12;1987-09-01 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-1068/21;GLÓBULOS HOMEOPÁTICOS SIMPLES D12;1993-07-06 00:00:00;LABORATORIOS BIOSPHARE S.A.;;;Directa;
H-1066/21;GLÓBULOS HOMEOPÁTICOS SIMPLES D3;1993-07-06 00:00:00;LABORATORIOS BIOSPHARE S.A.;;;Directa;
H-1070/21;GLÓBULOS HOMEOPÁTICOS SIMPLES D30;1993-07-06 00:00:00;LABORATORIOS BIOSPHARE S.A.;;;Directa;
H-980/21;GLÓBULOS HOMEOPÁTICOS SIMPLES D30;1987-09-15 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-977/21;GLÓBULOS HOMEOPÁTICOS SIMPLES D6;1987-08-31 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-873/20;GLÓBULOS SIMPLES C1000;1987-09-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
F-25403/20;GLUCOSAMINA SULFATO / CONDROITINA SULFATO COMPRIMIDOS;2020-04-21 00:00:00;LABORATORIO HOSPIFARMA CHILE LTDA.;CONDROITINA//GLUCOSAMINA;;Directa;
F-24977/19;GLUCOSAMINA SULFATO + CONDROITINA SULFATO POLVO PARA SOLUCIÓN ORAL;2019-08-01 00:00:00;INVERSIONES LOS LAURELES S.p.A.;CONDROITINA//GLUCOSAMINA;;Directa;
F-13423/18;GLUCOSAMINA SULFATO - CONDROITINA SULFATO 750/600 COMPRIMIDOS;2003-12-31 00:00:00;COMPAÑÍA DE NUTRICIÓN GENERAL S.A.;CONDROITINA//GLUCOSAMINA;;Directa;
F-13029/18;GLUCOSAMINA SULFATO - CONDROITINA SULFATO CÁPSULAS;2003-09-22 00:00:00;FARMACÉUTICA MEDCELL LTDA.;CONDROITINA//GLUCOSAMINA;;Directa;
F-13061/18;GLUCOSAMINA SULFATO - CONDROITINA SULFATO COMPRIMIDOS;2003-08-27 00:00:00;LABORATORIOS MDK S.A.;CONDROITINA//GLUCOSAMINA;;Directa;
F-25721/20;GLUCOSAMINA SULFATO CLORURO DE POTASIO - CONDROITINA SULFATO DE SODIO 500/400 COMPRIMIDOS RECUBIERTOS;2020-10-06 00:00:00;B Y B FARMACÉUTICA LTDA.;CONDROITINA//GLUCOSAMINA;;Directa;
F-24133/18;GLUCOSAMINA SULFATO/CONDROITINA SULFATO 500/400 COMPRIMIDOS RECUBIERTOS;2018-09-26 00:00:00;ARAMA NATURAL PRODUCTS DISTRIBUIDORA LTDA.;CONDROITINA//GLUCOSAMINA;;Directa;
K-70/20;GOTAS PECTORALES SOLUCIÓN ORAL;1989-01-05 00:00:00;LAURA XIMENA POLANCO GONZÁLEZ;;;Directa;
H-883/20;GRAPHITES COMPUESTA SOLUCIÓN PARA GOTAS ORALES;1989-02-28 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-1173/19;GRAPHITES D6 GLÓBULOS;2009-09-17 00:00:00;LABORATORIOS BIOSPHARE S.A.;;;Directa;
H-765/20;GRAPHITES UNGÜENTO TÓPICO 10%;1989-04-10 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
N-622/21;GRIPAREX COMPRIMIDOS RECUBIERTOS 180 mg (EXTRACTO SECO DE ECHINACEA PURPUREA);2021-03-05 00:00:00;LABORATORIO CHILE S.A.;EXTRACTO SECO DE ECHINACEA PURPUREA;;Directa;
H-727/20;GRIPP - HEEL COMPRIMIDOS SUBLINGUALES;2000-08-29 00:00:00;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;;Directa;
H-720/20;GRIPPAKIT GLÓBULOS COMPUESTOS;1989-06-14 00:00:00;LAURA XIMENA POLANCO GONZÁLEZ;;;Directa;
F-20068/18;GRIPTOTAL 24/7 DIA COMPRIMIDOS RECUBIERTOS;2013-06-26 00:00:00;LABORATORIO CHILE S.A.;CAFEINA//CLORFENAMINA//PARACETAMOL;;Directa;
H-875/20;HAMAMELIS COMPUESTO SOLUCIÓN PARA GOTAS ORALES;1989-01-09 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-790/20;HAMAMELIS D6 COMPRIMIDOS;1988-04-27 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-1174/19;HAMAMELIS D6 GLÓBULOS;2009-09-17 00:00:00;LABORATORIOS BIOSPHARE S.A.;;;Directa;
N-406/20;HAMAMELIS SUPOSITORIOS;1988-04-22 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-766/20;HAMAMELIS UNGÜENTO TÓPICO;1987-02-05 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
N-220/16;HAMMAMELIS COMPUESTO LOCIÓN CAPILAR;1992-11-20 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
N-610/19;HARPIDOL COMPRIMIDOS RECUBIERTOS 400 mg (EXTRACTO SECO DE RAIZ HARPAGOPHYTUM);2019-06-14 00:00:00;LABORATORIO PASTEUR S.A.;EXTRACTO SECO DE RAIZ HARPAGOPHYTUM ;;Directa;
F-6909/20;HASSAPIRIN COMPRIMIDOS 500 mg;1989-01-17 00:00:00;MINTLAB Co. S.A.;ACIDO ACETILSALICILICO;;Directa;TRUE
F-1984/19;HASSAPIRIN INFANTIL COMPRIMIDOS 100 mg;1999-08-31 00:00:00;MINTLAB Co. S.A.;ACIDO ACETILSALICILICO;;Directa;TRUE
F-15246/20;HEADOL COMPRIMIDOS 500 mg;2005-11-23 00:00:00;LABORATORIOS MDK S.A.;PARACETAMOL;;Directa;TRUE
F-20275/19;HEADOL FLU DÍA POLVO PARA SOLUCIÓN ORAL EN SOBRES;2013-08-28 00:00:00;LABORATORIOS MDK S.A.;ACIDO ASCORBICO//CAFEINA//NOSCAPINA//PARACETAMOL;;Directa;
F-2044/19;HEADOL FLU DÍA POLVO PARA SOLUCIÓN ORAL EN SOBRES;1999-09-16 00:00:00;LABORATORIOS MDK S.A.;ACIDO ASCORBICO//CAFEINA//NOSCAPINA//PARACETAMOL;;Directa;
F-20280/17;HEADOL MUJER COMPRIMIDOS;2013-08-29 00:00:00;LABORATORIOS MDK S.A.;MEPIRAMINA//PAMABRON//PARACETAMOL;;Directa;
F-20281/17;HEADOL MUJER COMPRIMIDOS;2013-08-29 00:00:00;LABORATORIOS MDK S.A.;MEPIRAMINA//PAMABRON//PARACETAMOL;;Directa;
F-12719/17;HEADOL MUJER COMPRIMIDOS;2002-12-30 00:00:00;LABORATORIOS MDK S.A.;MEPIRAMINA//PAMABRON//PARACETAMOL;;Directa;
F-20283/20;HEADOL PEDIÁTRICO SOLUCIÓN ORAL PARA GOTAS 100 mg/mL;2013-08-29 00:00:00;LABORATORIOS MDK S.A.;PARACETAMOL;;Directa;
N-456/17;HEBERIN JARABE 35 mg/5 mL;2007-12-13 00:00:00;LABORATORIO PASTEUR S.A.;;;Directa;
N-613/20;HEDERA HELIX JARABE 35 mg/5mL;2020-07-28 00:00:00;KNOP LABORATORIOS S.A.;HEDERA HELIX L. EXTRACTO SECO DE HOJAS (4-8:1);;Directa;
N-490/20;HEDERA HELIX L. JARABE 35 mg/ 5 mL;2010-09-14 00:00:00;INTERPHARMA S.A.;;;Directa;
N-428/21;HEDILAR JARABE 35 mg/5 mL;2006-02-23 00:00:00;LABORATORIOS ANDRÓMACO S.A.;;;Directa;
H-580/20;HELONIAS COMPUESTO SOLUCIÓN ORAL PARA GOTAS;1988-09-14 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-1283/21;HELTY GINKGO BILOBA COMPRIMIDOS SUBLINGUALES;2021-07-22 00:00:00;KNOP LABORATORIOS S.A.;GINKGO BILOBA D4;;Directa;
H-1277/21;HELTY PASSIFLORA COMPRIMIDOS;2021-01-20 00:00:00;KNOP LABORATORIOS S.A.;"Avena Sativa D4;Passiflora Incarnata D4";;Directa;
F-3530/20;HEPABIL GRAGEAS;1961-10-14 00:00:00;INSTITUTO SANITAS S.A.;COLINA//EXTRACTO BILIS//EXTRACTO BOLDO//INOSITOL//MENADIONA//PANCREATINA;;Directa;
N-616/20;HEPABOLDIN JARABE;1987-10-27 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-786/20;HEPAR SULFURIS D6 COMPRIMIDOS;1988-04-27 00:00:00;KNOP LABORATORIOS S.A.;Hepar Sulphuris D6;;Directa;
H-1088/17;HEPEEL N COMPRIMIDOS SUBLINGUALES;2002-11-20 00:00:00;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;;Directa;
F-6437/20;HI-C 1000 COMPRIMIDOS EFERVESCENTES;1989-05-02 00:00:00;LABORATORIO PASTEUR S.A.;ACIDO ASCORBICO;;Directa;
F-6438/20;HI-C 2000 COMPRIMIDOS EFERVESCENTES;1989-05-02 00:00:00;LABORATORIO PASTEUR S.A.;ACIDO ASCORBICO;;Directa;
F-12367/17;HI-C CÁPSULAS 500 mg;2002-09-12 00:00:00;LABORATORIO PASTEUR S.A.;ACIDO ASCORBICO;;Directa;
F-8973/21;HIDRÓXIDO DE ALUMINIO COMPRIMIDOS 500 mg;1990-04-23 00:00:00;INSTITUTO SANITAS S.A.;ALUMINIO HIDROXIDO;;Directa;
F-11617/21;HIDRÓXIDO DE ALUMINIO COMPRIMIDOS MASTICABLES 500 mg;1992-06-23 00:00:00;LABORATORIO PASTEUR S.A.;ALUMINIO HIDROXIDO;;Directa;
F-11618/21;HIDRÓXIDO DE ALUMINIO SUSPENSIÓN ORAL 6%;1992-06-23 00:00:00;LABORATORIO PASTEUR S.A.;ALUMINIO HIDROXIDO;;Directa;
N-497/20;HIEDRIX FORTE JARABE 70 mg/ 5 mL;2010-08-31 00:00:00;LABORATORIO CHILE S.A.;;;Directa;
N-442/17;HIEDRIX JARABE 35 mg/ 5 mL;2007-02-23 00:00:00;LABORATORIO CHILE S.A.;;;Directa;
N-176/21;HINOJO EXTRACTO FLUIDO, SOLUCIÓN PARA GOTAS ORALES;1990-04-02 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
F-13034/18;HIPERFLEX COMPRIMIDOS;2003-09-15 00:00:00;LABORATORIOS LAFI LTDA.;CONDROITINA//GLUCOSAMINA;;Directa;
F-13035/18;HIPERFLEX FORTE COMPRIMIDOS;2003-08-27 00:00:00;LABORATORIOS LAFI LTDA.;CONDROITINA//GLUCOSAMINA;;Directa;
F-16418/17;HIPERFLEX K COMPRIMIDOS;2007-11-13 00:00:00;LABORATORIOS LAFI LTDA.;CONDROITINA//GLUCOSAMINA;;Directa;
F-16417/17;HIPERFLEX K FORTE COMPRIMIDOS;2007-11-13 00:00:00;LABORATORIOS LAFI LTDA.;CONDROITINA//GLUCOSAMINA;;Directa;
F-13424/18;HIPERFLEX MITE COMPRIMIDOS;2003-12-31 00:00:00;LABORATORIOS LAFI LTDA.;CONDROITINA//GLUCOSAMINA;;Directa;
F-14074/19;HIPERFLEX UD POLVO PARA SOLUCIÓN ORAL, EN SOBRES;2004-08-25 00:00:00;LABORATORIOS LAFI LTDA.;CONDROITINA//GLUCOSAMINA;;Directa;
F-19738/18;HIPERFLEX UD POLVO PARA SOLUCIÓN ORAL, EN SOBRES;2013-01-11 00:00:00;LABORATORIOS LAFI LTDA.;CONDROITINA//GLUCOSAMINA;;Directa;
F-1509/18;HIPOGLOS POMADA;1944-10-05 00:00:00;LABORATORIOS ANDRÓMACO S.A.;ACEITE DE HIPOGLOS//ZINC OXIDO;;Directa;
F-16775/18;HIPROCEL SOLUCIÓN OFTÁMICA 0,5% (HIPROMELOSA);2008-04-02 00:00:00;GLOBAL MERCURY CHILE S.A.;HIPROMELOSA;;Directa;
F-23347/17;HIPROMELOSA 0,5% SOLUCIÓN OFTÁLMICA;2017-02-14 00:00:00;LABORATORIO HOSPIFARMA CHILE LTDA.;HIPROMELOSA;;Directa;
H-1245/19;HISTAMINUM C200 GLÓBULOS;2019-01-22 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
N-304/18;HORSE CHESTNUT CÁPSULAS 150 mg;2003-12-31 00:00:00;COMPAÑÍA DE NUTRICIÓN GENERAL S.A.;;;Directa;
H-951/21;HUSTEEL SOLUCIÓN ORAL PARA GOTAS;2001-06-05 00:00:00;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;;Directa;
H-1267/20;HYLAND'S BABY GAS DROPS, SOLUCIÓN PARA GOTAS ORALES;2020-04-02 00:00:00;NUTRAPHARM S.A.;"ARGENTUM NITRICUM D12;ASEFOETIDA D6;CARBO VEGETALIS D12;CHAMOMILLA D6;CINCHONA OFFICINALIS D6;COLOCYNTHIS D6;LYCOPODIUM D30;NUX MOSCHATA D6;SEPIA D12";;Directa;
H-1279/21;HYLAND'S BABY NIGHTIME TINY COLD SYRUP JARABE;2021-03-03 00:00:00;NUTRAPHARM S.A.;"EUPATORIUM PERFOLIATUM D6;EUPHRASIA OFFICINALIS D6;GELSEMIUM SEMPERVIRENS D6;KALI IODATUM;MATRICARIA CHAMOMILLA D6";;Directa;
H-1278/21;HYLAND'S BABY TINY COLD TABLETS COMPRIMIDOS BUCODISPERSABLES;2021-03-02 00:00:00;NUTRAPHARM S.A.;"EUPATORIUM PERFOLIATUM D6;EUPHRASIA OFFICINALIS D6;GELSEMIUM SEMPERVIRENS D6;KALI IODATUM D6";;Directa;
H-1275/21;HYLAND´S 4 KIDS COLD´N COUGH NIGHTTIME SOLUCIÓN ORAL;2021-05-20 00:00:00;NUTRAPHARM S.A.;"ALLIUM CEPA D6;CHAMOMILLA D6;COFFEA CRUDA D6;HEPAR SULFURIS D12;HYDRASTIS CANADENSIS D6;NATRUM MURIATICUM D6;NUX VOMICA D6;PHOSPHORUS D12;PULSATILLA D6;SULPHUR D12";;Directa;
H-1260/19;HYLANDS BABY COLIC COMPRIMIDOS BUCODISPERSABLES;2019-12-10 00:00:00;NUTRAPHARM S.A.;"CHAMOMILLA D6;COLOCYNTHIS D6;DIOSCOREA VILLOSA D6";;Directa;
F-9851/16;IBUFAS - T FORTE SUSPENSIÓN ORAL 200 mg/5 mL;2001-12-30 00:00:00;LABORATORIOS MDK S.A.;IBUPROFENO;;Directa;
F-21536/19;IBUFLAM FORTE SUSPENSIÓN ORAL 200 mg/5 mL (IBUPROFENO);2014-12-04 00:00:00;SCM PHARMA S.p.A.;IBUPROFENO;;Directa;
F-18644/21;IBUFLAM SUSPENSIÓN ORAL 100 mg/5 mL;2011-05-16 00:00:00;SCM PHARMA S.p.A.;IBUPROFENO;;Directa;
F-20338/18;IBUFREN FORTE SUSPENSIÓN ORAL 200 mg/5 mL;2013-09-10 00:00:00;LABORATORIO HOSPIFARMA CHILE LTDA.;IBUPROFENO;;Directa;
F-21861/20;IBUFREN SUSPENSIÓN ORAL 100 mg/ 5 mL (IBUPROFENO);2015-05-18 00:00:00;LABORATORIO HOSPIFARMA CHILE LTDA.;IBUPROFENO;;Directa;
F-19066/16;IBUKIDS FORTE SUSPENSIÓN ORAL 200 mg/ 5 mL;2011-11-15 00:00:00;EUROFARMA CHILE S.A.;IBUPROFENO;;Directa;
F-25661/20;IBUKIDS FORTE SUSPENSIÓN ORAL 200 mg/5 mL (IBUPROFENO);2020-08-26 00:00:00;EUROFARMA CHILE S.A.;IBUPROFENO;;Directa;
F-8736/21;IBUPIRAC 100 mg/5 mL SUSPENSIÓN ORAL;1992-07-01 00:00:00;CHEMOPHARMA S.A.;IBUPROFENO;;Directa;
F-933/18;IBUPIRAC FORTE SUSPENSIÓN ORAL 200 mg/5 mL;1998-12-24 00:00:00;CHEMOPHARMA S.A.;IBUPROFENO;;Directa;
F-21967/20;IBUPIRAC LC CÁPSULAS BLANDAS 200 mg (IBUPROFENO);2015-07-01 00:00:00;CHEMOPHARMA S.A.;IBUPROFENO;;Directa;TRUE
F-26280/21;IBUPROFENO SUSPENSIÓN ORAL 100 mg/5 mL ;2021-07-27 00:00:00;VIVUNT PHARMA CHILE LIMITADA;IBUPROFENO;;Directa;
F-8737/21;IBUPROFENO 5% CREMA;1993-06-14 00:00:00;CHEMOPHARMA S.A.;IBUPROFENO;;Directa;
F-12546/17;IBUPROFENO COMPRIMIDOS 200 mg;2002-12-30 00:00:00;LABORATORIO PASTEUR S.A.;IBUPROFENO;;Directa;TRUE
F-20393/18;IBUPROFENO COMPRIMIDOS RECUBIERTOS 200 mg;2013-09-26 00:00:00;ASCEND LABORATORIES S.p.A.;IBUPROFENO;;Directa;TRUE
F-18088/20;IBUPROFENO FORTE SUSPENSIÓN ORAL 200 mg/5 mL;2010-05-31 00:00:00;INTERPHARMA S.A.;IBUPROFENO;;Directa;
F-17343/19;IBUPROFENO FORTE SUSPENSIÓN ORAL PEDIÁTRICA 200 mg / 5 mL;2009-01-30 00:00:00;LABORATORIO CHILE S.A.;IBUPROFENO;;Directa;
F-25751/20;IBUPROFENO SOLUCIÓN PARA PERFUSIÓN 600 mg/ 100 mL;2020-10-29 00:00:00;B. BRAUN MEDICAL SpA;IBUPROFENO;;Directa;
F-18354/20;IBUPROFENO SUSPENSIÓN 100 mg/5 mL;2010-11-15 00:00:00;EUROFARMA CHILE S.A.;IBUPROFENO;;Directa;
F-25862/20;IBUPROFENO SUSPENSIÓN ORAL 100 mg/ 5 mL;2020-12-14 00:00:00;ETHON PHARMACEUTICALS S.p.A.;IBUPROFENO;;Directa;
F-22143/20;IBUPROFENO SUSPENSIÓN ORAL 100 mg/5 mL;2015-09-22 00:00:00;OPKO CHILE S.A.;IBUPROFENO;;Directa;
F-17019/18;IBUPROFENO SUSPENSIÓN ORAL 100 mg/5 mL;2008-09-02 00:00:00;OPKO CHILE S.A.;IBUPROFENO;;Directa;
F-13381/18;IBUPROFENO SUSPENSIÓN ORAL 100 mg/5 mL;2003-12-16 00:00:00;MINTLAB Co. S.A.;IBUPROFENO;;Directa;
F-11162/21;IBUPROFENO SUSPENSIÓN ORAL 100 mg/5 mL;1997-03-04 00:00:00;RECBEN XENERICS FARMACÉUTICA LTDA.;IBUPROFENO;;Directa;
F-25965/21;IBUPROFENO SUSPENSIÓN ORAL 100mg/5mL;2021-02-02 00:00:00;LABORATORIO HOSPIFARMA CHILE LTDA.;IBUPROFENO;;Directa;
F-26340/21;IBUPROFENO SUSPENSION ORAL 200 mg/5 mL;2021-08-18 00:00:00;WINPHARM S.p.A.;IBUPROFENO;;Directa;
F-22144/20;IBUPROFENO SUSPENSIÓN ORAL 200 mg/5 mL;2015-09-22 00:00:00;OPKO CHILE S.A.;IBUPROFENO;;Directa;
F-20717/18;IBUPROFENO SUSPENSIÓN ORAL 200 mg/5 mL;2013-12-23 00:00:00;MINTLAB Co. S.A.;IBUPROFENO;;Directa;
F-25959/21;IBUPROFENO SUSPENSIÓN ORAL 200mg/5mL;2021-01-26 00:00:00;LABORATORIO HOSPIFARMA CHILE LTDA.;IBUPROFENO;;Directa;
F-17342/19;IBUPROFENO SUSPENSIÓN ORAL PEDIÁTRICA 100 mg/5 mL;2009-01-30 00:00:00;LABORATORIO CHILE S.A.;IBUPROFENO;;Directa;
F-24851/19;IBUTEC FORTE SUSPENSIÓN ORAL 200 mg/5 mL (IBUPROFENO);2019-06-03 00:00:00;SCM PHARMA S.p.A.;Ibuprofeno;;Directa;
F-24910/19;IBUTEC SUSPENSIÓN ORAL 100 mg/5 mL (IBUPROFENO);2019-07-02 00:00:00;SCM PHARMA S.p.A.;IBUPROFENO;;Directa;
H-599/20;IGNATIA COMPUESTA D8 SOLUCIÓN ORAL PARA GOTAS;1989-03-13 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-583/20;IGNATIA COMPUESTA SOLUCIÓN ORAL PARA GOTAS;1988-10-07 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-798/20;IGNATIA D6 COMPRIMIDOS;1988-04-27 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-557/20;IKOPLEX N°15 COMPRIMIDOS;1983-04-14 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-554/20;IKOPLEX N°19 COMPRIMIDOS;1983-04-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-546/20;IKOPLEX N°5 COMPRIMIDOS;1983-04-08 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-559/20;IKOPLEX N°7 COMPRIMIDOS;1983-04-15 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-545/20;IKOPLEX Nº 10 COMPRIMIDOS;1983-04-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-553/20;IKOPLEX Nº 12 COMPRIMIDOS;1983-04-15 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-555/20;IKOPLEX Nº 13 COMPRIMIDOS;1983-04-13 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-550/20;IKOPLEX Nº 14 COMPRIMIDOS;1983-04-13 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-566/20;IKOPLEX Nº 17 COMPRIMIDOS;1983-04-14 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-561/20;IKOPLEX Nº 18 COMPRIMIDOS;1983-04-22 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-558/20;IKOPLEX Nº 2 COMPRIMIDOS;1983-04-08 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-564/20;IKOPLEX Nº 20 COMPRIMIDOS;1983-04-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-548/20;IKOPLEX Nº 21 COMPRIMIDOS;1983-04-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-552/20;IKOPLEX Nº 22 COMPRIMIDOS;1983-04-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-549/20;IKOPLEX Nº 23 COMPRIMIDOS;1983-04-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-565/20;IKOPLEX Nº 24 COMPRIMIDOS;1983-04-13 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-547/20;IKOPLEX Nº 3 COMPRIMIDOS;1983-04-19 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-562/20;IKOPLEX Nº 4 COMPRIMIDOS;1983-04-19 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-560/20;IKOPLEX Nº 6 COMPRIMIDOS;1983-04-08 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-563/20;IKOPLEX Nº 8 COMPRIMIDOS;1983-04-15 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-556/20;IKOPLEX Nº 9 COMPRIMIDOS;1983-04-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-567/20;IKOPLEX Nº1 COMPRIMIDOS;1983-04-08 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-551/20;IKOPLEX Nº11 COMPRIMIDOS;1983-04-15 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
F-24920/19;IMITIMOL COMPRIMIDOS 1 g (Paracetamol);2019-07-03 00:00:00;MEGALABS CHILE S.A.;PARACETAMOL;;Directa;TRUE
F-21854/20;IMITIMOL COMPRIMIDOS 1 g (PARACETAMOL);2015-05-26 00:00:00;MEGALABS CHILE S.A.;PARACETAMOL;;Directa;TRUE
H-1215/19;INFLUENZINUM C200 GLOBULOS;2014-07-22 00:00:00;LAURA XIMENA POLANCO GONZÁLEZ;;;Directa;
H-607/20;INFLUK SOLUCIÓN ORAL PARA GOTAS;1989-03-29 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
B-2767/19;INFLUVAC TETRA SUSPENSIÓN INYECTABLE (VACUNA INFLUENZA INACTIVADA);2019-09-26 00:00:00;LABORATORIOS RECALCINE S.A.;;;Directa;
B-1007/20;INFLUVAC VACUNA ANTI - INFLUENZA SUSPENSIÓN INYECTABLE;2000-12-05 00:00:00;ABBOTT LABORATORIES DE CHILE LTDA.;;;Directa;
N-397/20;INSTALAX JALEA LAXANTE ORAL;1988-03-10 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
N-506/17;INSTALAX NF JALEA LAXANTE 0,35% p/p;2012-12-12 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
F-4398/20;IONIL - T CHAMPÚ;1986-07-25 00:00:00;LABORATORIO D & M PHARMA LTDA.;ACIDO SALICILICO//ALQUITRAN;;Directa;
F-4534/20;IPSON FORTE SUSPENSIÓN ORAL 200 mg/5 mL;2000-07-12 00:00:00;LABORATORIOS SAVAL S.A.;IBUPROFENO;;Directa;
F-2006/19;IPSON SUSPENSIÓN ORAL 100 mg/5 mL;1999-08-31 00:00:00;LABORATORIOS SAVAL S.A.;IBUPROFENO;;Directa;
H-876/20;IRIS VERS COMPUESTO SOLUCIÓN PARA GOTAS ORALES;1988-09-15 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-768/20;IRIS VERSICOLOR D6 COMPRIMIDOS;1988-04-27 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
F-3731/20;IVAREST CREMA TÓPICA;1987-01-12 00:00:00;SYNTHON CHILE LTDA.;CALAMINA//DIFENHIDRAMINA;;Directa;
F-12292/17;JABÓN YODADO 1.8 SOLUCIÓN TÓPICA 0,8 %;2002-08-09 00:00:00;ECOLAB S.A.;IODO;;Directa;
N-116/16;JARABE ANTITUSIVO CON EXTRACTOS DE ORIGEN NATURAL;1996-11-06 00:00:00;LABORATORIOS LAFI LTDA.;;;Directa;
K-77/20;JARABE PECTORAL PALTOMIEL ADULTO;1985-11-29 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
K-78/20;JARABE PECTORAL PALTOMIEL INFANTIL;1985-11-29 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
N-405/20;JUNIPERUS COMPRIMIDOS;1988-03-30 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
K-76/20;K.C.M.C. COMPRIMIDOS;1986-06-04 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-784/20;KALIUM BROMATUM D6 COMPRIMIDOS;1988-03-24 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-774/20;KALIUM JODATUM D6 COMPRIMIDOS;1988-03-07 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-827/20;KALIUM MURIATICUM D6 COMPRIMIDOS;1985-08-08 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-828/20;KALIUM PHOSPHORICUM D6 COMPRIMIDOS;1986-11-18 00:00:00;KNOP LABORATORIOS S.A.;Kalium Phosphoricum D6;;Directa;
H-829/20;KALIUM SULFURICUM D6 COMPRIMIDOS;1985-09-13 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
F-8255/16;KALMAFTA GEL TÓPICO;1990-03-13 00:00:00;LABORATORIOS SILESIA S.A.;BENZOCAINA//CETILPIRIDINIO CLORURO;;Directa;
F-8696/21;KANK-EZE PLUS SOLUCIÓN TÓPICA BUCAL 20%;1995-11-03 00:00:00;SYNTHON CHILE LTDA.;BENZOCAINA//CETILPIRIDINIO CLORURO//TINTURA DE BENZOINA;;Directa;
K-91/17;KARAYA C.M.C. CÁPSULAS;2007-04-25 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
F-22375/21;KENDOL COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA 665 mg;2016-01-05 00:00:00;ASCEND LABORATORIES S.p.A.;PARACETAMOL;;Directa;TRUE
F-24863/19;KETOPROFENO GEL TÓPICO 2,5%;2019-06-05 00:00:00;ASCEND LABORATORIES S.p.A.;KETOPROFENO;;Directa;
